Correct name with authors,Family,Order,Superorder,"Group (Dicot, Monocot, Gymnosperm, Fern)",Sample reference code,"Life cycle habit (annual, biennial, perennial)","Plant growth habit (aquatic, forb, graminoid,  herbaceous vine, liana, shrub, tree)",Nearctic,Neotropic,Palearctic,Afrotropic,Indo-Malay,Australasia,Oceania,Number of Biogeographic Realms,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Dry Broadleaf Forests,Tropical and Subtropical Coniferous Forests,Temperate Broadleaf and Mixed Forests,Temperate Coniferous Forests,Boreal Forests/Taiga,"Tropical and Subtropical Grasslands, Savannas, and Shrublands","Temperate Grasslands, Savannas, and Shrublands",Flooded Grasslands and Savannas,Montane Grasslands and Shrublands,Tundra,"Mediterranean Forests, Woodlands, and Scrub",Deserts and Xeric Shrublands,Mangroves,Number of Biomes,C (%),S (%),R (%)
Thlaspi rotundifolium (L.) Gaudin,Brassicaceae,Brassicales,Rosanae,Dicot,Caccianiga,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3.15,96.85,0.00
Thymus glabrescens Willd. decipiens (Heinr. Braun) Domin,Lamiaceae,Lamiales,Asteranae,Dicot,Cerabolini,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.27,74.31,25.42
Thymus nummularius M. Bieb.,Lamiaceae,Lamiales,Asteranae,Dicot,Soudzilovskaia,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.66,55.87,39.47
Thymus polytrichus A. Kern. ex Borbás,Lamiaceae,Lamiales,Asteranae,Dicot,Cornelissen,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.00,85.49,14.51
Thymus praecox Opiz,Lamiaceae,Lamiales,Asteranae,Dicot,Kleyer,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0.00,69.14,30.86
Thymus pulegioides L. carniolicus (Borbás) P. A. Schmidt,Lamiaceae,Lamiales,Asteranae,Dicot,Cerabolini,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1.49,85.12,13.38
Thymus pulegioides L. pulegioides,Lamiaceae,Lamiales,Asteranae,Dicot,Cerabolini,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,0.00,76.77,23.23
Thymus serpyllum L.,Lamiaceae,Lamiales,Asteranae,Dicot,Kleyer,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,0.00,95.71,4.29
Thymus vulgaris L.,Lamiaceae,Lamiales,Asteranae,Dicot,Wright,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0.00,87.79,12.21
Thyrsodium spruceanum Benth.,Anacardiaceae,Sapindales,Rosanae,Dicot,Pinho,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.03,46.07,8.90
Tilia × europaea L.,Malvaceae,Malvales,Rosanae,Dicot,Cornelissen,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,16.35,30.79,52.87
Tilia cordata Mill.,Malvaceae,Malvales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,40.78,44.64,14.58
Tilia platyphyllos Scop.,Malvaceae,Malvales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,49.14,27.03,23.83
Tocoyena formosa (Cham. & Schltdl.) K. Schum.,Rubiaceae,Gentianales,Asteranae,Dicot,Pinho,perennial,shrub,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,60.21,34.06,5.73
Tocoyena pittieri (Standl.) Standl.,Rubiaceae,Gentianales,Asteranae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,74.61,17.77,7.62
Tofieldia calyculata (L.) Wahlenb.,Tofieldiaceae,Alismatales,Lilianae,Monocot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,17.49,69.54,12.97
Tofieldia pusilla (Michx.) Pers.,Tofieldiaceae,Alismatales,Lilianae,Monocot,Kleyer,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,3.42,66.06,30.52
Tolpis staticifolia (All.) Sch. Bip.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,39.88,0.00,60.12
Tordylium maximum L.,Apiaceae,Apiales,Asteranae,Dicot,Kleyer,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,53.48,20.55,25.96
Torilis arvensis (Huds.) Link,Apiaceae,Apiales,Asteranae,Dicot,Kleyer,annual,forb,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,1,1,0,6,29.98,18.23,51.79
Torilis nodosa (L.) Gaertn.,Apiaceae,Apiales,Asteranae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,5,6.33,72.35,21.32
Tovomita longifolia (Rich.) Hochr.,Clusiaceae,Malpighiales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,53.50,42.64,3.85
Townsendia exscapa (Richardson) Porter,Asteraceae,Asterales,Asteranae,Dicot,Laughlin,perennial,forb,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,3.67,78.88,17.45
Toxicodendron radicans (L.) Kuntze,Anacardiaceae,Sapindales,Rosanae,Dicot,Weiher,perennial,forb,1,1,0,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,0,0,1,0,8,26.55,60.32,13.13
Trachomitum venetum (L.) Woodson,Apocynaceae,Gentianales,Asteranae,Dicot,Buffa,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,13.81,66.01,20.18
Trachycarpus fortunei (Hook.) H. Wendl.,Arecaceae,Arecales,Lilianae,Monocot,Cerabolini/Pierce,perennial,tree,0,0,1,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,77.90,22.10,0.00
Trachypogon spicatus (L.f.) Kuntze,Poaceae,Poales,Lilianae,Monocot,Negreiros,perennial,graminoid,1,1,0,1,0,0,0,3,1,1,1,0,0,0,1,0,1,1,0,1,1,0,8,7.60,92.40,0.00
Tradescantia ohiensis Raf.,Commelinaceae,Commelinales,Lilianae,Monocot,Weiher,perennial,forb,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,5,51.21,0.00,48.79
Tragia impedita Prain,Euphorbiaceae,Malpighiales,Rosanae,Dicot,Buffa/Nyakunga,perennial,shrub,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25.72,41.38,32.90
Tragopogon dubius Scop.,Asteraceae,Asterales,Asteranae,Dicot,Laughlin,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,22.17,34.21,43.62
Tragopogon porrifolius L.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,4,41.25,11.40,47.35
Tragopogon pratensis L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,6,28.12,16.09,55.79
Trapa natans L.,Lythraceae,Myrtales,Rosanae,Dicot,Kleyer,perennial,aquatic,0,0,1,1,1,0,0,3,1,0,0,1,0,0,1,1,1,1,0,1,0,0,7,33.07,41.64,25.29
Trattinnickia aspera (Standl.) Swart,Burseraceae,Sapindales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76.65,21.45,1.90
Traunsteinera sphaerica (Biebl) Schltr.,Orchidaceae,Asparagales,Lilianae,Monocot,Soudzilovskaia,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,42.25,0.00,57.75
Trema micrantha (L.) Blume,Cannabaceae,Rosales,Rosanae,Dicot,Wright,perennial,shrub,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,6,41.64,38.64,19.72
Trichanthera gigantea (Bonpl.) Nees,Acanthaceae,Lamiales,Asteranae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,66.30,1.30,32.40
Trichilia pallida Sw.,Meliaceae,Sapindales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,66.88,24.68,8.45
Trichilia poeppigii C. DC.,Meliaceae,Sapindales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.70,32.19,21.11
Trichilia tuberculata (Triana & Planch.) C. DC.,Meliaceae,Sapindales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,59.76,36.43,3.82
Trichophorum caespitosum (L.) Hartm.,Cyperaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,1.19,98.81,0.00
Trichospermum galeottii (Turcz.) Kosterm.,Malvaceae,Malvales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,38.37,51.35,10.28
Tridens flavus (L.) Hitchc.,Poaceae,Poales,Lilianae,Monocot,Weiher,perennial,graminoid,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,5,17.50,75.17,7.33
Trientalis europaea L.,Primulaceae,Ericales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,10.73,33.72,55.54
Trifolium alpestre Crantz,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,22.11,68.44,9.45
Trifolium arvense L. arvense,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,1,0,0,0,2,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,6.45,53.13,40.42
Trifolium aureum Pollich,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,12.72,40.26,47.03
Trifolium badium Schreb.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,15.86,44.29,39.85
Trifolium campestre Schreb.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,biennial,forb,0,0,1,1,0,0,0,2,0,0,0,1,1,1,0,1,0,1,0,1,1,0,7,5.01,32.73,62.26
Trifolium fragiferum L.,Fabaceae,Fabales,Rosanae,Dicot,Díaz,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,7,22.64,29.87,47.48
Trifolium hybridum L.,Fabaceae,Fabales,Rosanae,Dicot,Shipley,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,45.45,25.76,28.79
Trifolium incarnatum L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,36.86,12.46,50.68
Trifolium longipes Nutt.,Fabaceae,Fabales,Rosanae,Dicot,Laughlin,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,13.10,39.09,47.81
Trifolium micranthum Viv.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2.22,28.98,68.80
Trifolium montanum L. montanum,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5,29.47,22.36,48.17
Trifolium pallescens Schreb.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,8.98,62.13,28.89
Trifolium polyphyllum C.A. Mey.,Fabaceae,Fabales,Rosanae,Dicot,Soudzilovskaia,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.62,49.63,32.74
Trifolium pratense L. pratense,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,30.90,19.03,50.07
Trifolium repens L. repens,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,8,36.18,1.63,62.18
Trifolium resupinatum L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,6,16.09,5.90,78.02
Trifolium rubens L.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,31.95,47.76,20.30
Trifolium spadiceum L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5,11.53,24.55,63.92
Trifolium striatum L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,4,13.09,53.86,33.04
Trigonella foenum-graecum L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,33.75,11.35,54.90
Trigonostemon malaccanus Müll. Arg.  ,Euphorbiaceae,Malpighiales,Rosanae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.99,34.74,11.27
Trillium cernuum L,Melanthiaceae,Liliales,Lilianae,Monocot,Weiher,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,54.40,0.00,45.60
Trillium flexipes Raf.,Melanthiaceae,Liliales,Lilianae,Monocot,Weiher,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,60.48,0.00,39.52
Trinia glauca (L.) Dumort. glauca,Apiaceae,Apiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,32.54,65.77,1.69
Triplaris cumingiana Fisch. & C.A. Mey. ex C.A. Mey.,Polygonaceae,Caryophyllales,Caryophyllanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,61.26,27.13,11.61
Trisetaria flavescens (L.) Baumg. flavescens,Poaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,12.28,34.31,53.41
Trisetum flavescens (L.) P. Beauv.,Poaceae,Poales,Lilianae,Monocot,Soudzilovskaia,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,12.56,52.43,35.01
Triticum aestivum L.,Poaceae,Poales,Lilianae,Monocot,Kleyer,annual,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,39.28,22.81,37.91
Trollius europaeus L. ,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,52.39,30.13,17.47
Tropaeolum majus L.,Tropaeolaceae,Brassicales,Rosanae,Dicot,Kleyer,perennial,herbaceous vine,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,58.23,0.00,41.77
Trophis caucana (Pittier) C.C. Berg,Moraceae,Rosales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.11,30.18,20.71
Trophis racemosa (L.) Urb.,Moraceae,Rosales,Rosanae,Dicot,Wright,perennial,shrub,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,42.57,42.60,14.84
Turgenia latifolia (L.) Hoffm.,Apiaceae,Apiales,Asteranae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,6,54.27,0.00,45.73
Turpinia occidentalis (Sw.) G. Don,Staphyleaceae,Crossosomatales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,61.73,22.32,15.95
Tussilago farfara L.,Asteraceae,Asterales,Asteranae,Dicot,Shipley,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,91.62,1.20,7.19
Typha angustifolia L.,Typhaceae,Poales,Lilianae,Monocot,Kleyer,perennial,forb,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,1,0,1,0,0,6,65.68,34.32,0.00
Typha latifolia L.,Typhaceae,Poales,Lilianae,Monocot,Kleyer,perennial,forb,1,1,1,1,0,0,0,4,1,1,1,1,1,1,1,1,0,1,0,1,1,0,11,86.30,10.25,3.45
Ulex europaeus L.,Fabaceae,Fabales,Rosanae,Dicot,Díaz,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0.96,98.41,0.63
Ulex gallii Planch.,Fabaceae,Fabales,Rosanae,Dicot,Cornelissen,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0.54,99.46,0.00
Ulmus glabra Huds.,Ulmaceae,Rosales,Rosanae,Dicot,Cornelissen,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,29.25,60.74,10.01
Ulmus laevis Pall.,Ulmaceae,Rosales,Rosanae,Dicot,Kleyer,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4,42.08,16.34,41.58
Ulmus minor Mill. ,Ulmaceae,Rosales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,36.40,45.67,17.92
Uncaria tomentosa (Willd.) DC.,Rubiaceae,Gentianales,Asteranae,Dicot,Wright,perennial,liana,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,53.81,39.83,6.35
Unonopsis pittieri Saff.,Annonaceae,Magnoliales,Magnolianae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.86,38.12,11.02
Urera baccifera (L.) Gaudich. ex Wedd.,Urticaceae,Rosales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,5,83.08,0.00,16.92
Urochloa decumbens (Stapf) R.D. Webster,Poaceae,Poales,Lilianae,Monocot,Negreiros,perennial,graminoid,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,4,35.05,43.59,21.36
Urophyllum glabrum Jack ex Wall.  ,Rubiaceae,Gentianales,Asteranae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.31,66.69,0.00
Urophyllum hirsutum (Wight) Hook. f.  ,Rubiaceae,Gentianales,Asteranae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.13,45.18,14.69
Urtica dioica L. dioica,Urticaceae,Rosales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,1,0,0,2,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,44.79,34.33,20.88
Urtica kioviensis Rogow.,Urticaceae,Rosales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,37.31,7.88,54.80
Utricularia australis R. Br.,Lentibulariaceae,Lamiales,Asteranae,Dicot,Kleyer,perennial,aquatic,0,0,1,1,1,1,0,4,1,0,0,1,1,1,1,1,0,1,0,1,1,0,9,7.69,0.00,92.31
Utricularia vulgaris L.,Lentibulariaceae,Lamiales,Asteranae,Dicot,Kleyer,perennial,aquatic,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,7,10.15,0.00,89.85
Uvularia grandiflora Sm.,Colchicaceae,Liliales,Lilianae,Monocot,Weiher,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,39.68,5.57,54.75
Vaccaria hispanica (Mill.) Rauschert,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,7,61.01,1.90,37.09
Vaccinium angustifolium Aiton ,Ericaceae,Ericales,Asteranae,Dicot,Reich,perennial,shrub,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,11.35,40.61,48.05
Vaccinium corymbosum L.,Ericaceae,Ericales,Asteranae,Dicot,Wright,perennial,shrub,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,34.65,63.04,2.31
Vaccinium myrtillus L.,Ericaceae,Ericales,Asteranae,Dicot,Cerabolini/Pierce,perennial,shrub,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,13.15,43.56,43.29
Vaccinium oxycoccos L.,Ericaceae,Ericales,Asteranae,Dicot,Cornelissen,perennial,shrub,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,0.00,95.18,4.82
Vaccinium uliginosum L. microphyllum (Lange) Tolm.,Ericaceae,Ericales,Asteranae,Dicot,Cerabolini,perennial,shrub,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0.00,100.00,0.00
Vaccinium uliginosum L. uliginosum,Ericaceae,Ericales,Asteranae,Dicot,Cerabolini,perennial,shrub,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,5,10.72,63.58,25.70
Vaccinium vitis-idaea L.,Ericaceae,Ericales,Asteranae,Dicot,Cornelissen,perennial,shrub,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,3.36,96.64,0.00
Valeriana alpestris Steven,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33.67,9.92,56.41
Valeriana officinalis L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,1,0,0,2,1,0,0,1,1,1,0,1,0,1,0,1,0,0,7,80.37,0.00,19.63
Valeriana pratensis (Benth.) Steud.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Kleyer,perennial,forb,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,50.41,0.00,49.59
Valeriana tripteris L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,34.05,0.00,65.95
Valerianella coronata DC.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,24.97,0.00,75.03
Valerianella dentata (L.) Pollich,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5,9.49,32.45,58.06
Valerianella locusta (L.) Laterr.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Cerabolini/Pierce,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,12.90,0.00,87.10
Valerianella rimosa Bastard,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Cerabolini/Pierce,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,35.11,0.00,64.89
Vallisneria americana Michx.,Hydrocharitaceae,Alismatales,Lilianae,Monocot,Cerabolini/Pierce,perennial,aquatic,1,1,0,0,0,0,0,2,1,1,0,1,1,0,1,1,0,0,0,0,0,1,7,68.44,0.00,31.56
Vallisneria spiralis L.,Hydrocharitaceae,Alismatales,Lilianae,Monocot,Cerabolini/Pierce,perennial,aquatic,0,0,1,1,1,0,0,3,1,0,0,1,0,0,1,0,1,1,0,1,0,0,6,41.11,0.00,58.89
Vatica bella Slooten  ,Dipterocarpaceae,Malvales,Rosanae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.24,69.76,0.00
Vellozia caruncularis Mart. ex Seub.,Velloziaceae,Pandanales,Lilianae,Monocot,Negreiros,perennial,forb,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.22,80.78,0.00
Vellozia epidendroides Mart. ex Schult. & Schult.f.,Velloziaceae,Pandanales,Lilianae,Monocot,Negreiros,perennial,forb,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.43,89.57,0.00
Vellozia resinosa Mart.,Velloziaceae,Pandanales,Lilianae,Monocot,Negreiros,perennial,forb,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33.76,66.24,0.00
